t, u, e
0.19988560676574707, -0.010239156119098425, 5.242015901563536e-08
0.2938859462738037, -0.008978748099254946, 4.030895871493716e-08
0.33388471603393555, -0.01128036274418652, 6.362329182021562e-08
0.3998861312866211, -0.009197949494010343, 4.230113744718257e-08
0.4668869972229004, -0.008156742868922262, 3.326622711485709e-08
0.5331461429595947, -0.012321569369274574, 7.59105358609227e-08
0.6001482009887695, -0.009197949494010343, 4.230113744718257e-08
0.667147159576416, -0.007115536243834167, 2.5315428018658822e-08
0.7331476211547852, -0.01128036274418652, 6.362329182021562e-08
0.8001482486724854, -0.008156742868922262, 3.326622711485709e-08
0.8666396141052246, -0.009197949494010343, 4.230113744718257e-08
0.9336404800415039, -0.01128036274418652, 6.362329182021562e-08
1.0006394386291504, -0.010239156119098425, 5.242015901563536e-08
1.0666379928588867, -0.009197949494010343, 4.230113744718257e-08
1.1336376667022705, -0.010982875137018469, 6.031177313766923e-08
1.2006382942199707, -0.007809673993892888, 3.0495503945443446e-08
1.2666401863098145, -0.010239156119098425, 5.242015901563536e-08
1.3336396217346191, -0.01128036274418652, 6.362329182021562e-08
1.4006385803222656, -0.010239156119098425, 5.242015901563536e-08
1.4666378498077393, -0.009197949494010343, 4.230113744718257e-08
1.533637285232544, -0.013362775994362683, 8.92818911377578e-08
1.6006381511688232, -0.009197949494010343, 4.230113744718257e-08
1.666637897491455, -0.009197949494010343, 4.230113744718257e-08
1.7331573963165283, -0.01128036274418652, 6.362329182021562e-08
1.8001585006713867, -0.008602974279674297, 3.700558322836875e-08
1.867156744003296, -0.0068841569938146024, 2.3695808757743255e-08
1.9331591129302979, -0.012321569369274574, 7.59105358609227e-08
2.0001587867736816, -0.01128036274418652, 6.362329182021562e-08
2.067157030105591, -0.008156742868922262, 3.326622711485709e-08
2.1331570148468018, -0.014751051494480125, 1.0879676009640215e-07
2.1711599826812744, -0.010799805840299687, 5.831790309408561e-08
2.2333803176879883, -0.012321569369274574, 7.59105358609227e-08
2.300379753112793, -0.009197949494010343, 4.230113744718257e-08
2.366379737854004, -0.009197949494010343, 4.230113744718257e-08
2.4333813190460205, -0.01128036274418652, 6.362329182021562e-08
2.5003843307495117, -0.008156742868922262, 3.326622711485709e-08
2.5667812824249268, -0.010239156119098425, 5.242015901563536e-08
2.633781671524048, -0.010239156119098425, 5.242015901563536e-08
2.699782133102417, -0.010030914794080817, 5.03096258030547e-08
2.76729154586792, -0.007809673993892888, 3.0495503945443446e-08
2.833291530609131, -0.009197949494010343, 4.230113744718257e-08
2.900291919708252, -0.010586224994127785, 5.603407981314791e-08
2.9662914276123047, -0.007115536243834167, 2.5315428018658822e-08
3.033296823501587, -0.012321569369274574, 7.59105358609227e-08
3.1002981662750244, -0.008156742868922262, 3.326622711485709e-08
3.167302370071411, -0.008156742868922262, 3.326622711485709e-08
3.2335479259490967, -0.01128036274418652, 6.362329182021562e-08
3.300549268722534, -0.007115536243834167, 2.5315428018658822e-08
3.3665854930877686, -0.010030914794080817, 5.03096258030547e-08
3.433591604232788, -0.01128036274418652, 6.362329182021562e-08
3.5005910396575928, -0.008156742868922262, 3.326622711485709e-08
3.566530227661133, -0.010239156119098425, 5.242015901563536e-08
3.6339151859283447, -0.013362775994362683, 8.92818911377578e-08
3.6999151706695557, -0.010333811266833706, 5.339382764926962e-08
3.766920566558838, -0.009660707994049486, 4.6664639473145823e-08
3.8335869312286377, -0.01128036274418652, 6.362329182021562e-08
3.900588035583496, -0.009197949494010343, 4.230113744718257e-08
3.9665873050689697, -0.009197949494010343, 4.230113744718257e-08
4.0335869789123535, -0.008920294393986852, 3.978582603769663e-08
4.100587844848633, -0.009197949494010343, 4.230113744718257e-08
4.135588884353638, -0.012081290917331192, 7.297879511459458e-08
4.200587511062622, -0.01128036274418652, 6.362329182021562e-08
4.266587495803833, -0.009197949494010343, 4.230113744718257e-08
4.333586931228638, -0.012321569369274574, 7.59105358609227e-08
4.40058708190918, -0.010239156119098425, 5.242015901563536e-08
4.4665868282318115, -0.009197949494010343, 4.230113744718257e-08
4.533587694168091, -0.007413023851002204, 2.7476461307763775e-08
4.600588083267212, -0.010982875137018469, 6.031177313766923e-08
4.666586875915527, -0.00979292470834639, 4.7950687171670616e-08
4.733587026596069, -0.010239156119098425, 5.242015901563536e-08
4.800587892532349, -0.010239156119098425, 5.242015901563536e-08
4.866587400436401, -0.009197949494010343, 4.230113744718257e-08
4.933586835861206, -0.012081290917331192, 7.297879511459458e-08
4.999891042709351, -0.01128036274418652, 6.362329182021562e-08
5.066890001296997, -0.008156742868922262, 3.326622711485709e-08
5.133890151977539, -0.010239156119098425, 5.242015901563536e-08
5.199891090393066, -0.010239156119098425, 5.242015901563536e-08
5.266890048980713, -0.007115536243834167, 2.5315428018658822e-08
5.33389139175415, -0.01128036274418652, 6.362329182021562e-08
5.399891138076782, -0.009197949494010343, 4.230113744718257e-08
5.466890811920166, -0.007115536243834167, 2.5315428018658822e-08
5.533892869949341, -0.010239156119098425, 5.242015901563536e-08
5.599889755249023, -0.010799805840299687, 5.831790309408561e-08
5.666889667510986, -0.006074329618746099, 1.8448740158588065e-08
5.733893632888794, -0.010239156119098425, 5.242015901563536e-08
5.799892425537109, -0.008156742868922262, 3.326622711485709e-08
5.866890907287598, -0.007115536243834167, 2.5315428018658822e-08
5.933889865875244, -0.008602974279674297, 3.700558322836875e-08
5.99989128112793, -0.011141535194174754, 6.206690324151734e-08
6.066889762878418, -0.005033122993658004, 1.2666163534644455e-08
6.133890390396118, -0.009197949494010343, 4.230113744718257e-08
6.199891090393066, -0.009197949494010343, 4.230113744718257e-08
6.266889810562134, -0.005033122993658004, 1.2666163534644455e-08
6.333101987838745, -0.008156742868922262, 3.326622711485709e-08
6.400103569030762, -0.009197949494010343, 4.230113744718257e-08
6.466602802276611, -0.006074329618746099, 1.8448740158588065e-08
6.533604145050049, -0.010239156119098425, 5.242015901563536e-08
6.600605249404907, -0.007115536243834167, 2.5315428018658822e-08
6.666605234146118, -0.005033122993658004, 1.2666163534644455e-08
6.7336061000823975, -0.008156742868922262, 3.326622711485709e-08
6.799965143203735, -0.008920294393986852, 3.978582603769663e-08
6.8664774894714355, -0.005033122993658004, 1.2666163534644455e-08
6.933476209640503, -0.008156742868922262, 3.326622711485709e-08
7.000475883483887, -0.003644847493540576, 6.64245662558451e-09
7.066603183746338, -0.00454314340538127, 1.032007600092966e-08
7.133603096008301, -0.008819328903069232, 3.889028115025617e-08
7.200605392456055, -0.005033122993658004, 1.2666163534644455e-08
7.2666051387786865, -0.005033122993658004, 1.2666163534644455e-08
7.333606243133545, -0.009197949494010343, 4.230113744718257e-08
7.400604724884033, -0.006074329618746099, 1.8448740158588065e-08
7.466606140136719, -0.005033122993658004, 1.2666163534644455e-08
7.533606767654419, -0.00567386553217375, 1.6096375038594657e-08
7.60047721862793, -0.008236835686236718, 3.3922731061031353e-08
7.666610956192017, -0.007115536243834167, 2.5315428018658822e-08
7.733844757080078, -0.008156742868922262, 3.326622711485709e-08
7.799845933914185, -0.007115536243834167, 2.5315428018658822e-08
