t, u, e
0.20567536354064941, -0.013362775994362683, 8.92818911377578e-08
0.2986793518066406, -0.013362775994362683, 8.92818911377578e-08
0.33867573738098145, -0.014403982619450764, 1.0373735765071985e-07
0.40567612648010254, -0.012321569369274574, 7.59105358609227e-08
0.47167491912841797, -0.013362775994362683, 8.92818911377578e-08
0.5386748313903809, -0.015445189244538832, 1.19276935399809e-07
0.6056756973266602, -0.012321569369274574, 7.59105358609227e-08
0.671677827835083, -0.016486395869626927, 1.3590062438502593e-07
0.7386770248413086, -0.015445189244538832, 1.19276935399809e-07
0.8048226833343506, -0.013362775994362683, 8.92818911377578e-08
0.8718223571777344, -0.013362775994362683, 8.92818911377578e-08
0.9388217926025391, -0.013362775994362683, 8.92818911377578e-08
1.0048232078552246, -0.012321569369274574, 7.59105358609227e-08
1.071821928024292, -0.013362775994362683, 8.92818911377578e-08
1.138822078704834, -0.014403982619450764, 1.0373735765071985e-07
1.2048230171203613, -0.012321569369274574, 7.59105358609227e-08
1.2718217372894287, -0.013362775994362683, 8.92818911377578e-08
1.338822603225708, -0.014403982619450764, 1.0373735765071985e-07
1.405822992324829, -0.014552726423034776, 1.0589092317184727e-07
1.4718232154846191, -0.014403982619450764, 1.0373735765071985e-07
1.5388219356536865, -0.015445189244538832, 1.19276935399809e-07
1.6048221588134766, -0.013362775994362683, 8.92818911377578e-08
1.6718223094940186, -0.014403982619450764, 1.0373735765071985e-07
1.7388229370117188, -0.014403982619450764, 1.0373735765071985e-07
1.8048224449157715, -0.01128036274418652, 6.362329182021562e-08
1.8718225955963135, -0.014403982619450764, 1.0373735765071985e-07
1.9388220310211182, -0.012321569369274574, 7.59105358609227e-08
2.004821538925171, -0.012321569369274574, 7.59105358609227e-08
2.071822166442871, -0.012321569369274574, 7.59105358609227e-08
2.138822078704834, -0.013362775994362683, 8.92818911377578e-08
2.205347776412964, -0.014403982619450764, 1.0373735765071985e-07
2.2723472118377686, -0.015445189244538832, 1.19276935399809e-07
2.3383476734161377, -0.013362775994362683, 8.92818911377578e-08
2.405348300933838, -0.012321569369274574, 7.59105358609227e-08
2.4723474979400635, -0.013362775994362683, 8.92818911377578e-08
2.5383477210998535, -0.010799805840299687, 5.831790309408561e-08
