x-axis,1,2
second,Volt,Volt
+255.00000E-03,,
+255.02500E-03,-290.82909E-03,-50.00000E-03
+255.05000E-03,-491.83412E-03,-50.00000E-03
+255.07500E-03,-491.83412E-03,-50.00000E-03
+255.10000E-03,-290.82909E-03,-50.00000E-03
+255.12500E-03,-290.82909E-03,-50.00000E-03
+255.15000E-03,-290.82909E-03,-50.00000E-03
+255.17500E-03,-290.82909E-03,-50.00000E-03
+255.20000E-03,-290.82909E-03,-50.00000E-03
+255.22500E-03,-491.83412E-03,-50.00000E-03
+255.25000E-03,-290.82909E-03,-50.00000E-03
+255.27500E-03,-290.82909E-03,-50.00000E-03
+255.30000E-03,-491.83412E-03,-50.00000E-03
+255.32500E-03,-290.82909E-03,-130.40201E-03
+255.35000E-03,-290.82909E-03,-50.00000E-03
+255.37500E-03,-491.83412E-03,-50.00000E-03
+255.40000E-03,-290.82909E-03,-50.00000E-03
+255.42500E-03,-290.82909E-03,-50.00000E-03
+255.45000E-03,-290.82909E-03,-50.00000E-03
+255.47500E-03,-290.82909E-03,-50.00000E-03
+255.50000E-03,-290.82909E-03,-50.00000E-03
+255.52500E-03,-290.82909E-03,-50.00000E-03
+255.55000E-03,-290.82909E-03,-50.00000E-03
+255.57500E-03,-491.83412E-03,-50.00000E-03
+255.60000E-03,-290.82909E-03,-130.40201E-03
+255.62500E-03,-290.82909E-03,-50.00000E-03
+255.65000E-03,-491.83412E-03,-50.00000E-03
+255.67500E-03,-290.82909E-03,-50.00000E-03
+255.70000E-03,-491.83412E-03,-50.00000E-03
+255.72500E-03,-290.82909E-03,+30.40201E-03
+255.75000E-03,-290.82909E-03,-50.00000E-03
+255.77500E-03,-290.82909E-03,-50.00000E-03
+255.80000E-03,-290.82909E-03,-50.00000E-03
+255.82500E-03,-290.82909E-03,-50.00000E-03
+255.85000E-03,-290.82909E-03,-50.00000E-03
+255.87500E-03,-491.83412E-03,-50.00000E-03
+255.90000E-03,-491.83412E-03,-50.00000E-03
+255.92500E-03,-491.83412E-03,-50.00000E-03
+255.95000E-03,-491.83412E-03,-50.00000E-03
+255.97500E-03,-290.82909E-03,-50.00000E-03
+256.00000E-03,-491.83412E-03,-50.00000E-03
+256.02500E-03,-491.83412E-03,-50.00000E-03
+256.05000E-03,-290.82909E-03,-50.00000E-03
+256.07500E-03,-290.82909E-03,-50.00000E-03
+256.10000E-03,-290.82909E-03,-50.00000E-03
+256.12500E-03,-290.82909E-03,-50.00000E-03
+256.15000E-03,-491.83412E-03,-50.00000E-03
