t, u, e
0.3600015640258789, 0.48509854068396224, 0.00011766029708685488
0.5600020885467529, 0.4857479363207548, 0.00011797552881993604
0.7600011825561523, 0.4855314711084905, 0.00011787040471838747
0.9594764709472656, 0.4855314711084905, 0.00011787040471838747
1.1924757957458496, 0.4840162146226415, 0.00011713584800881548
1.3934760093688965, 0.4844491450471698, 0.00011734548706846688
1.5933418273925781, 0.48509854068396224, 0.00011766029708685488
1.7933399677276611, 0.48423267983490564, 0.00011724064411004711
2.0263659954071045, 0.4825009581367924, 0.00011640358730146135
2.226691722869873, 0.4840162146226415, 0.00011713584800881548
2.42669415473938, 0.4822844929245283, 0.0001162991660577347
2.6266937255859375, 0.4827174233490566, 0.00011650805540237616
2.859691619873047, 0.4829338885613207, 0.00011661257036047906
3.059113025665283, 0.48379974941037734, 0.00011703109876477195
3.260113477706909, 0.48509854068396224, 0.00011766029708685488
3.459726333618164, 0.4853150058962264, 0.00011776532747402712
3.6932504177093506, 0.486180866745283, 0.0001181859175945973
3.893254280090332, 0.48704672759433965, 0.00011860725743017745
4.093285799026489, 0.48704672759433965, 0.00011860725743017745
4.293288707733154, 0.48704672759433965, 0.00011860725743017745
4.526296854019165, 0.48704672759433965, 0.00011860725743017745
4.726306915283203, 0.48704672759433965, 0.00011860725743017745
4.926314115524292, 0.4872631928066038, 0.00011871270953204278
5.126699686050415, 0.48791258844339613, 0.00011902934698076743
5.359253644943237, 0.48747965801886783, 0.00011881820849109617
5.559253692626953, 0.48747965801886783, 0.00011881820849109617
5.760085105895996, 0.48791258844339613, 0.00011902934698076743
5.960084676742554, 0.49007724056603774, 0.00012008785086041102
6.193085432052612, 0.49137603183962264, 0.00012072520233322692
6.392873764038086, 0.4920254274764151, 0.0001210445106416745
6.593111038208008, 0.4922418926886792, 0.00012115104045886657
6.793111801147461, 0.49180896226415094, 0.00012093802768167051
7.025607109069824, 0.4957053360849056, 0.0001228618901115246
7.226609230041504, 0.4950559404481132, 0.0001225401920864829
7.426616430282593, 0.496138266509434, 0.00012307658974749307
7.626660585403442, 0.496138266509434, 0.00012307658974749307
7.8596580028533936, 0.4970041273584906, 0.00012350655130568736
8.059598922729492, 0.4965711969339623, 0.000123291476812214
8.259590864181519, 0.4965711969339623, 0.000123291476812214
8.459845304489136, 0.496138266509434, 0.00012307658974749307
8.692847728729248, 0.49678766214622644, 0.00012339899063035662
8.89231538772583, 0.4970041273584906, 0.00012350655130568736
9.09282374382019, 0.49678766214622644, 0.00012339899063035662
9.292824268341064, 0.4970041273584906, 0.00012350655130568736
9.525824546813965, 0.4972205925707546, 0.00012361415883820618
9.725824356079102, 0.4976535229952829, 0.0001238295144748083
9.925824642181396, 0.4974370577830189, 0.00012372181322791324
10.125824689865112, 0.4976535229952829, 0.0001238295144748083
10.359824180603027, 0.4978699882075471, 0.00012393726257889153
10.559823989868164, 0.4978699882075471, 0.00012393726257889153
10.759823560714722, 0.4978699882075471, 0.00012393726257889153
10.959824562072754, 0.4978699882075471, 0.00012393726257889153
11.19282341003418, 0.4978699882075471, 0.00012393726257889153
11.392824172973633, 0.4978699882075471, 0.00012393726257889153
11.592824220657349, 0.4978699882075471, 0.00012393726257889153
11.793251514434814, 0.4978699882075471, 0.00012393726257889153
12.026252269744873, 0.4978699882075471, 0.00012393726257889153
12.226059913635254, 0.4978699882075471, 0.00012393726257889153
12.42605972290039, 0.4978699882075471, 0.00012393726257889153
12.626059293746948, 0.4978699882075471, 0.00012393726257889153
12.859042882919312, 0.4978699882075471, 0.00012393726257889153
13.05904245376587, 0.4978699882075471, 0.00012393726257889153
13.25907015800476, 0.4978699882075471, 0.00012393726257889153
13.460075855255127, 0.4978699882075471, 0.00012393726257889153
13.693070411682129, 0.4978699882075471, 0.00012393726257889153
13.89307975769043, 0.4978699882075471, 0.00012393726257889153
14.093079566955566, 0.4978699882075471, 0.00012393726257889153
14.293270111083984, 0.4983029186320754, 0.00012415289935862236
14.526179313659668, 0.4978699882075471, 0.00012393726257889153
14.726178884506226, 0.4978699882075471, 0.00012393726257889153
14.92617917060852, 0.49916877948113203, 0.0001245847352043415
15.126178979873657, 0.4987358490566038, 0.00012436872356710575
15.359177589416504, 0.5004675707547169, 0.0001252338946885638
15.559083461761475, 0.5004675707547169, 0.0001252338946885638
15.759083271026611, 0.5004675707547169, 0.0001252338946885638
15.959083318710327, 0.5004675707547169, 0.0001252338946885638
16.19308352470398, 0.5017663620283019, 0.00012588474103155848
16.393083333969116, 0.5034980837264151, 0.00012675516015808608
16.593083381652832, 0.5026322228773584, 0.00012631957573731726
16.7930850982666, 0.504796875, 0.00012740994250488283
17.025954246520996, 0.507827387971698, 0.00012894432798707874
17.22617483139038, 0.5095591096698112, 0.00012982524312374536
17.426212549209595, 0.5130225530660376, 0.0001315960699771977
17.62823486328125, 0.5169189268867924, 0.00013360258848689653
17.859673023223877, 0.5164859964622641, 0.00013337889227080897
18.060003995895386, 0.5195165094339622, 0.00013494870178722406
18.259600162506104, 0.5190835790094339, 0.00013472388099862163
18.459858894348145, 0.5190835790094339, 0.00013472388099862163
18.693767309188843, 0.5195165094339622, 0.00013494870178722406
18.89299178123474, 0.5195165094339622, 0.00013494870178722406
19.09275531768799, 0.5195165094339622, 0.00013494870178722406
19.29481291770935, 0.5195165094339622, 0.00013494870178722406
19.526174783706665, 0.5195165094339622, 0.00013494870178722406
19.726126194000244, 0.5195165094339622, 0.00013494870178722406
19.927101135253906, 0.5195165094339622, 0.00013494870178722406
20.125977277755737, 0.5195165094339622, 0.00013494870178722406
20.359103679656982, 0.5195165094339622, 0.00013494870178722406
20.559105157852173, 0.5195165094339622, 0.00013494870178722406
20.759124040603638, 0.5195165094339622, 0.00013494870178722406
20.959141731262207, 0.5195165094339622, 0.00013494870178722406
21.192951679229736, 0.5195165094339622, 0.00013494870178722406
21.392990589141846, 0.5195165094339622, 0.00013494870178722406
21.594019174575806, 0.5199494398584905, 0.00013517371000457904
21.79355502128601, 0.5195165094339622, 0.00013494870178722406
22.02612543106079, 0.5208153007075472, 0.00013562428872554642
22.22736120223999, 0.5203823702830188, 0.00013539890565068648
22.426098823547363, 0.5203823702830188, 0.00013539890565068648
22.626749753952026, 0.5205988354952831, 0.00013551157375952242
22.85936164855957, 0.5210317659198114, 0.00013573705054875857
23.06011962890625, 0.5236293484669812, 0.0001370938472879776
23.259729862213135, 0.5257940005896227, 0.00013822966552802008
23.459604263305664, 0.5268763266509433, 0.00013879933179259576
23.693061351776123, 0.5275257222877358, 0.00013914169383759864
23.893758296966553, 0.5268763266509433, 0.00013879933179259576
24.093008756637573, 0.5279586527122642, 0.00013937016948687458
24.292945384979248, 0.5288245135613208, 0.00013982768307168374
24.526281356811523, 0.5301233048349056, 0.00014051535916454112
24.725806951522827, 0.5301233048349056, 0.00014051535916454112
24.926761388778687, 0.5303397700471697, 0.00014063013584684242
25.126244068145752, 0.5303397700471697, 0.00014063013584684242
25.359628915786743, 0.5301233048349056, 0.00014051535916454112
25.55899953842163, 0.5303397700471697, 0.00014063013584684242
25.759591102600098, 0.5303397700471697, 0.00014063013584684242
25.959609985351562, 0.5303397700471697, 0.00014063013584684242
26.193246364593506, 0.5303397700471697, 0.00014063013584684242
26.392731189727783, 0.5303397700471697, 0.00014063013584684242
26.59292197227478, 0.5303397700471697, 0.00014063013584684242
26.792908906936646, 0.5303397700471697, 0.00014063013584684242
27.02572011947632, 0.5303397700471697, 0.00014063013584684242
27.22710394859314, 0.5303397700471697, 0.00014063013584684242
27.426700592041016, 0.5303397700471697, 0.00014063013584684242
27.626235961914062, 0.5303397700471697, 0.00014063013584684242
27.859103441238403, 0.5303397700471697, 0.00014063013584684242
28.059998512268066, 0.5303397700471697, 0.00014063013584684242
28.259530782699585, 0.5303397700471697, 0.00014063013584684242
28.459548711776733, 0.5303397700471697, 0.00014063013584684242
28.692747831344604, 0.5303397700471697, 0.00014063013584684242
28.893139600753784, 0.5303397700471697, 0.00014063013584684242
