x-axis,1
second,Volt
+169.5000E-03,-184.3593E-03
+169.6300E-03,-184.3593E-03
+169.7600E-03,-184.3593E-03
+169.8900E-03,-184.3593E-03
+170.0200E-03,-184.3593E-03
+170.1500E-03,-335.1130E-03
+170.2800E-03,-184.3593E-03
+170.4100E-03,-184.3593E-03
+170.5400E-03,-184.3593E-03
+170.6700E-03,-335.1130E-03
+170.8000E-03,-184.3593E-03
+170.9300E-03,-184.3593E-03
+171.0600E-03,-184.3593E-03
+171.1900E-03,-184.3593E-03
+171.3200E-03,-234.6105E-03
+171.4500E-03,-184.3593E-03
+171.5800E-03,-184.3593E-03
+171.7100E-03,-234.6105E-03
+171.8400E-03,-184.3593E-03
+171.9700E-03,-184.3593E-03
+172.1000E-03,-184.3593E-03
+172.2300E-03,-184.3593E-03
+172.3600E-03,-184.3593E-03
+172.4900E-03,-184.3593E-03
+172.6200E-03,-184.3593E-03
+172.7500E-03,-184.3593E-03
+172.8800E-03,-184.3593E-03
+173.0100E-03,-184.3593E-03
+173.1400E-03,-184.3593E-03
+173.2700E-03,-184.3593E-03
+173.4000E-03,-184.3593E-03
+173.5300E-03,-184.3593E-03
+173.6600E-03,-184.3593E-03
+173.7900E-03,-184.3593E-03
+173.9200E-03,-184.3593E-03
+174.0500E-03,-184.3593E-03
+174.1800E-03,-335.1130E-03
+174.3100E-03,-184.3593E-03
+174.4400E-03,-184.3593E-03
+174.5700E-03,-184.3593E-03
+174.7000E-03,-184.3593E-03
+174.8300E-03,-184.3593E-03
+174.9600E-03,-335.1130E-03
+175.0900E-03,-184.3593E-03
+175.2200E-03,-184.3593E-03
+175.3500E-03,-184.3593E-03
+175.4800E-03,-184.3593E-03
+175.6100E-03,-335.1130E-03
+175.7400E-03,-234.6105E-03
+175.8700E-03,-184.3593E-03
+176.0000E-03,-184.3593E-03
+176.1300E-03,-184.3593E-03
+176.2600E-03,-335.1130E-03
+176.3900E-03,-184.3593E-03
+176.5200E-03,-184.3593E-03
+176.6500E-03,-184.3593E-03
+176.7800E-03,-184.3593E-03
+176.9100E-03,-335.1130E-03
+177.0400E-03,-184.3593E-03
+177.1700E-03,-335.1130E-03
+177.3000E-03,-184.3593E-03
+177.4300E-03,-234.6105E-03
+177.5600E-03,-184.3593E-03
+177.6900E-03,-184.3593E-03
+177.8200E-03,-184.3593E-03
+177.9500E-03,-184.3593E-03
+178.0800E-03,-184.3593E-03
+178.2100E-03,-184.3593E-03
+178.3400E-03,-184.3593E-03
+178.4700E-03,-234.6105E-03
+178.6000E-03,-184.3593E-03
+178.7300E-03,-234.6105E-03
+178.8600E-03,-184.3593E-03
+178.9900E-03,-184.3593E-03
+179.1200E-03,-335.1130E-03
+179.2500E-03,-184.3593E-03
+179.3800E-03,-184.3593E-03
+179.5100E-03,-184.3593E-03
+179.6400E-03,-184.3593E-03
+179.7700E-03,-184.3593E-03
+179.9000E-03,-335.1130E-03
+180.0300E-03,-184.3593E-03
+180.1600E-03,-184.3593E-03
+180.2900E-03,-234.6105E-03
+180.4200E-03,-184.3593E-03
+180.5500E-03,-184.3593E-03
+180.6800E-03,-184.3593E-03
+180.8100E-03,-184.3593E-03
+180.9400E-03,-184.3593E-03
+181.0700E-03,-184.3593E-03
+181.2000E-03,-184.3593E-03
+181.3300E-03,-184.3593E-03
+181.4600E-03,-184.3593E-03
+181.5900E-03,-184.3593E-03
+181.7200E-03,-184.3593E-03
+181.8500E-03,-335.1130E-03
+181.9800E-03,-184.3593E-03
+182.1100E-03,-184.3593E-03
+182.2400E-03,-184.3593E-03
+182.3700E-03,-184.3593E-03
+182.5000E-03,-184.3593E-03
+182.6300E-03,-184.3593E-03
+182.7600E-03,-184.3593E-03
+182.8900E-03,-184.3593E-03
+183.0200E-03,-335.1130E-03
+183.1500E-03,-234.6105E-03
+183.2800E-03,-234.6105E-03
+183.4100E-03,-184.3593E-03
+183.5400E-03,-335.1130E-03
+183.6700E-03,-184.3593E-03
+183.8000E-03,-184.3593E-03
+183.9300E-03,-184.3593E-03
+184.0600E-03,-184.3593E-03
+184.1900E-03,-184.3593E-03
+184.3200E-03,-184.3593E-03
+184.4500E-03,-184.3593E-03
+184.5800E-03,-335.1130E-03
+184.7100E-03,-184.3593E-03
+184.8400E-03,-184.3593E-03
+184.9700E-03,-184.3593E-03
+185.1000E-03,-335.1130E-03
+185.2300E-03,-184.3593E-03
+185.3600E-03,-184.3593E-03
+185.4900E-03,-184.3593E-03
+185.6200E-03,-184.3593E-03
+185.7500E-03,-184.3593E-03
+185.8800E-03,-184.3593E-03
+186.0100E-03,-335.1130E-03
+186.1400E-03,-184.3593E-03
+186.2700E-03,-184.3593E-03
+186.4000E-03,-184.3593E-03
+186.5300E-03,-385.3643E-03
+186.6600E-03,-184.3593E-03
+186.7900E-03,-184.3593E-03
+186.9200E-03,-184.3593E-03
+187.0500E-03,-184.3593E-03
+187.1800E-03,-184.3593E-03
+187.3100E-03,-184.3593E-03
+187.4400E-03,-184.3593E-03
+187.5700E-03,-184.3593E-03
+187.7000E-03,-184.3593E-03
+187.8300E-03,-184.3593E-03
+187.9600E-03,-184.3593E-03
+188.0900E-03,-335.1130E-03
+188.2200E-03,-184.3593E-03
+188.3500E-03,-184.3593E-03
+188.4800E-03,-184.3593E-03
+188.6100E-03,-184.3593E-03
+188.7400E-03,-184.3593E-03
+188.8700E-03,-184.3593E-03
+189.0000E-03,-184.3593E-03
+189.1300E-03,-184.3593E-03
+189.2600E-03,-184.3593E-03
+189.3900E-03,-335.1130E-03
+189.5200E-03,-184.3593E-03
+189.6500E-03,-184.3593E-03
+189.7800E-03,-184.3593E-03
+189.9100E-03,-184.3593E-03
+190.0400E-03,-184.3593E-03
+190.1700E-03,-184.3593E-03
+190.3000E-03,-184.3593E-03
+190.4300E-03,-184.3593E-03
+190.5600E-03,-184.3593E-03
+190.6900E-03,-184.3593E-03
+190.8200E-03,-184.3593E-03
+190.9500E-03,-335.1130E-03
+191.0800E-03,-184.3593E-03
+191.2100E-03,-184.3593E-03
+191.3400E-03,-184.3593E-03
+191.4700E-03,-234.6105E-03
+191.6000E-03,-184.3593E-03
+191.7300E-03,-234.6105E-03
+191.8600E-03,-184.3593E-03
+191.9900E-03,-184.3593E-03
+192.1200E-03,-184.3593E-03
+192.2500E-03,-184.3593E-03
+192.3800E-03,-234.6105E-03
+192.5100E-03,-184.3593E-03
+192.6400E-03,-184.3593E-03
+192.7700E-03,-184.3593E-03
